PO_NBR,stage,severity,explanation,action,PO_DT,STA_DT,APPROVED_DT,TRAILER_ARRIVE_DT,CHECKIN_DT,CHECKOUT_DT,RECPT_DT,HOT_PO_FLAG,is_short_ship,REASON_DSC,llm_coincide_con_reason,llm_confianza,VENDOR_NAME,CARRIER_PARTY_NAME,DC_LOC_NAME,delay_days_calc,excess_vendor_hrs,excess_carrier_hrs,excess_dc_hrs,llm_razonamiento,llm_hipotesis,llm_hipotesis_evidencia,llm_accion_inmediata,llm_accion_correctiva,llm_accion_preventiva,llm_hipotesis_alt,llm_paso_discriminante,llm_confianza_hipotesis
100291,Vendor,MEDIUM,"La etapa exacta del retraso es Vendor, con un retraso de 3.45 días. El exceso se concentra en el proveedor (52.7 horas) y se fundamenta en el REASON_DSC del DC, que indica que la cita fue reprogramada por el proveedor. No hay agravantes como un Hot PO o envío incompleto.","Solicitar al proveedor BIOMED un plan de recuperación con fecha comprometida, ya que el retraso se origina en su reprogramación de la cita y no en el proceso del transportista o el centro de distribución.",2025-06-23,2025-06-28,2025-07-01 04:39:56,2025-07-01 06:08:34,2025-07-01 07:52:08,2025-07-01 09:48:51,2025-07-01 10:47:59,0,False,Rescheduled by vendor,True,0.85,BIOMED,J.B. Hunt,Indianapolis DC,3.449988425925926,52.66555555555556,0.0,0.0,"La causa principal del retraso en la PO 100291 parece estar relacionada con problemas en la planificación o agenda del proveedor, más que con una falta de inventario o problemas de producción. Esto se basa en que el fill rate es del 100.0% y no hubo envío incompleto (no hubo short ship), lo que indica que el proveedor tenía productos disponibles para entregar. Además, la reprogramación de la cita de entrega fue de +60.4 horas, lo que sugiere que el proveedor probablemente tuvo problemas en la gestión de sus entregas o en la coordinación de su logística, lo que tiende a respaldar la hipótesis de problemas de planificación. En contraste, si hubiera habido un corto en el fill rate, eso podría apuntar a problemas de inventario o producción, pero no es el caso aquí.",Problemas en la planificación o gestión logística del proveedor.,"El fill rate de 100.0% indica que no hubo falta de producto, mientras que la reprogramación de la cita de entrega de +60.4 horas sugiere problemas en la agenda del proveedor.",Contactar al proveedor BIOMED para obtener el motivo exacto de la reprogramación de la cita y verificar la capacidad de cumplimiento de futuras entregas.,Establecer un protocolo claro de confirmación de citas con el proveedor para evitar reprogramaciones no planificadas.,Implementar revisiones periódicas de cumplimiento y planificación con BIOMED para asegurar que futuras entregas se coordinen adecuadamente.,Problemas temporales en la capacidad del proveedor para cumplir con la programación de entrega.,"Confirmar si el proveedor ha tenido otros incidentes recientes de reprogramación o retrasos; si hay más incidentes, se confirmaría la hipótesis alternativa, y se planificaría una revisión más exhaustiva de su capacidad logística.",0.85
100292,Vendor,MEDIUM,"La etapa exacta del retraso es Vendor, con un retraso de 2.91 días, ya que la fecha real de recibo fue el 2025-05-29, dos días después de la fecha prometida. Esto se relaciona con el REASON_DSC del DC que indica 'Rescheduled by vendor', lo que sugiere que la reprogramación fue efectivamente por parte del proveedor, confirmando su responsabilidad en el retraso.","Solicitar a PRIMECARE un plan de recuperación con fecha firme, dado que el retraso se origina en su reprogramación y no en el centro de distribución o el transportista.",2025-05-19,2025-05-27,2025-05-29 13:34:12,2025-05-29 16:34:07,2025-05-29 18:21:41,2025-05-29 21:11:49,2025-05-29 21:52:55,0,False,Rescheduled by vendor,True,0.85,PRIMECARE,Schneider National,Chicago DC,2.911747685185185,37.57,0.0,0.0,"Observando los datos, el retraso de 2.91 días con un exceso del proveedor de 37.6 horas y la reprogramación de la cita de entrega sugieren que el problema no está relacionado con la falta de producto, ya que el fill rate es del 100.0%. Esto indica que PRIMECARE tenía el inventario disponible para cumplir con la orden, pero hubo una falta de coordinación en la planificación de la entrega. La reprogramación de la cita y la llegada del tráiler reflejan más un problema de programación o agenda del proveedor, no un problema de producción o inventario. Por lo tanto, la hipótesis principal se inclina hacia una mala planificación o gestión de agenda del proveedor, en lugar de problemas de capacidad o inventario.",Mala planificación o gestión de agenda por parte del proveedor PRIMECARE.,La reprogramación de la cita de entrega con un exceso de 37.6 horas y un fill rate completo del 100.0% indican que el retraso no se debe a falta de producto.,Contactar a PRIMECARE para obtener su cronograma de entrega actualizado y confirmar su capacidad para cumplir con futuras órdenes en la fecha prometida.,Revisar y ajustar el proceso de planificación de entregas con PRIMECARE para garantizar que se adhieran a los plazos de entrega acordados en futuras órdenes.,Establecer un protocolo de revisión de citas programadas con el proveedor para identificar posibles reprogramaciones con anticipación y tomar acciones proactivas.,Capacidad de producción del proveedor insuficiente en el momento de la entrega.,"Obtener datos sobre la capacidad productiva de PRIMECARE en relación con la demanda actual: si la capacidad de producción es insuficiente, se debe implementar un plan de acción para ajustar el suministro; si no, seguir con la hipótesis principal.",0.85
100297,Vendor,HIGH,"La etapa exacta del retraso es Vendor, con un retraso de 5.68 días. El exceso se concentra en el proveedor (103.7 horas), lo que coincide con el REASON_DSC del DC que indica un 'Vendor delayed shipment'. Además, se registra un short ship, lo que agrava la situación.","Solicitar al proveedor GREENLEAF un plan de recuperación inmediato con fecha firme, ya que el retraso es significativo y se debe a su exceso en la entrega.",2025-03-10,2025-03-14,2025-03-19 07:41:08,2025-03-19 10:24:20,2025-03-19 11:46:42,2025-03-19 15:04:29,2025-03-19 16:17:21,0,True,Vendor delayed shipment,True,0.9,GREENLEAF,YRC Worldwide,Phoenix DC,5.678715277777778,103.68555555555554,0.0,0.0,"Los datos indican que la PO 100297 experimentó un retraso considerable, con un exceso de 103.7 horas en el proveedor, lo que indica que el problema podría estar relacionado con la capacidad de producción o inventario en GREENLEAF. La falta de cumplimiento con el fill rate, que se sitúa en 77.8% y está por debajo del umbral del 90%, sugiere que esto podría ser un problema de falta de producto disponible para enviar. La combinación de un short ship también apoya la idea de que podría haber escasez de inventario en lugar de problemas de planificación de ruta o congestión. Por lo tanto, el mecanismo más plausible que explica el retraso es la falta de producto disponible para satisfacer la orden, y no un problema de planificación o congestión en el transporte.",Falta de producto disponible para enviar debido a problemas de inventario en el proveedor.,"El short ship y el fill rate de 77.8% indican que no se enviaron todas las cajas ordenadas, lo que apunta a una falta de inventario en el proveedor GREENLEAF.",Contactar a GREENLEAF para obtener confirmación sobre el estado del inventario y la disponibilidad de las 4 cajas restantes de la PO 100297.,"Si se confirma la falta de inventario, re-emitir la PO para las 4 cajas faltantes con una nueva fecha de entrega.",Establecer un monitoreo regular del inventario y los plazos de producción en GREENLEAF para evitar futuros problemas de suministro.,Problemas de planificación o agenda en el proveedor que causaron el retraso en el envío.,Obtener el cronograma de producción de GREENLEAF para determinar si hubo cambios en la planificación que afectaron la capacidad de cumplir con esta PO.,0.85
100312,Indeterminado,LOW,"La etapa exacta del retraso es Indeterminado, con un retraso de 0.36 días. La falta de una causa dominante y la ausencia de datos en el REASON_DSC ('Not applicable') dificultan atribuir el retraso a una etapa específica. No hay agravantes relevantes.","Revisar las operaciones del Dallas DC para identificar posibles ineficiencias operativas que podrían afectar la recepción, aunque no hay datos específicos claros que lo justifiquen.",2025-05-12,2025-05-17,2025-05-17 00:09:02,2025-05-17 02:55:20,2025-05-17 07:47:54,2025-05-17 04:50:49,2025-05-17 08:32:43,1,False,Not applicable,False,0.75,AKZE,YRC Worldwide,Dallas DC,0.3560532407407407,0.0,0.0,0.0,"En la situación actual de la PO 100312, la etapa de retraso se reporta como indeterminada, lo que implica que no se ha podido atribuir el retraso a un mecanismo específico. La ausencia de datos en el REASON_DSC y el hecho de que el retraso total es de solo 0.36 días sugiere que el retraso podría ser el resultado de un problema menor en cualquiera de las etapas, pero no se cuenta con información suficiente para confirmarlo. Podría ser un retraso en el proveedor, el transportista o en el centro de distribución, pero no hay evidencia que favorezca una de estas posibilidades sobre las otras, lo que complica la identificación del mecanismo exacto que originó el retraso.","Si el retraso fue causado por un problema en la etapa del proveedor (por ejemplo, un retraso en el proceso de preparación del pedido), entonces se podría observar un aumento en el tiempo de espera en el patio o en las horas de descarga en futuras POs. Sin embargo, si el problema ocurrió en la etapa del transportista (por ejemplo, problemas de tránsito o programación), podría reflejarse en un retraso más significativo en la llegada del tráiler.","El retraso total de 0.36 días y la espera en patio de 4.9 horas no son suficientes para atribuir el retraso a una etapa específica. En conjunto, la falta de un estado definido en el REASON_DSC ('Not applicable') no permite corroborar la causa del retraso.","Obtener información detallada sobre el tiempo exacto que el proveedor tardó en preparar el pedido y si hubo problemas de capacidad de carga en el centro de distribución. Si el tiempo en el patio supera las 5 horas, se confirmaría una demora en el proveedor.",Coordinar con el proveedor para asegurar que cumpla con los tiempos de preparación y entrega establecidos.,Establecer un protocolo para que el proveedor comunique cualquier obstrucción en el proceso de preparación para evitar futuros retrasos.,"Si el retraso fue causado por problemas en la etapa del transportista (por ejemplo, congestión en la ruta del transporte o problemas logísticos), se esperaría que se replantearan los tiempos estimados de entrega de futuras órdenes.","Obtener información sobre los tiempos de llegada de otros transportes utilizando YRC Worldwide en el mismo periodo. Si muestran un retraso significativo similar o superior, se confirmaría una falla del transportista.",0.7
100314,DC,MEDIUM,"La etapa exacta del retraso es DC, con un retraso de 0.27 días. El exceso se concentra en el centro de distribución, donde se registraron 11.1 horas de espera, en relación con el REASON_DSC del DC que menciona 'Yard congestion - no available door'. Esto indica que la congestión en el patio fue un factor que contribuyó al retraso.","Revisar con el equipo del Chicago DC la gestión del patio y el proceso de descarga, ya que la espera en el patio es considerable y puede ser optimizada para evitar futuros retrasos.",2025-06-02,2025-06-13,2025-06-12 08:07:35,2025-06-12 11:15:19,2025-06-13 02:18:27,2025-06-13 05:24:11,2025-06-13 06:23:57,0,False,Yard congestion - no available door,True,0.75,AKZE,XPO Logistics,Chicago DC,0.2666319444444444,0.0,0.0,11.052222222222222,"Los datos sugieren que el retraso en el DC (11.1 horas de espera) se debe a la congestión en el patio, específicamente la falta de puertas disponibles para la descarga del tráiler, como indica el motivo registrado 'Yard congestion - no available door'. Este mecanismo de congestión de puertas es compatible con el retraso observado. Una alternativa válida podría ser que la planificación de rutas del transportista también haya contribuido, pero no hay evidencia en los datos para sostener esa afirmación por separado, ya que el transportista (XPO Logistics) cumplió con la entrega dentro del tiempo de espera aceptable. Por lo tanto, la congestión en el patio es el mecanismo más probable, dado que se vincula directamente con la incapacidad de mover los vehículos en el tiempo esperado.",La congestión en el patio del DC debido a la falta de puertas disponibles para la descarga causó el retraso.,Se registraron 11.1 horas de espera en el patio y el motivo dado es 'Yard congestion - no available door'.,Contactar al supervisor del DC de Chicago hoy para confirmar la disponibilidad de puertas y el manejo de la congestión en el patio.,Revisar y optimizar la asignación de puertas de descarga durante horarios pico para evitar futuras congestiones.,Implementar un sistema de monitoreo de disponibilidad de puertas en tiempo real para prever y gestionar la congestión en el patio.,Un problema con la planificación de rutas del transportista contribuyó al retraso.,Obtener información sobre la programación y la asignación de rutas de XPO Logistics para determinar si hubo demoras en la llegada al DC que coincidieran con la congestión.,0.85
100321,DC,LOW,"La etapa exacta del retraso es DC, con un retraso de 0.16 días. El exceso se concentra en el centro de distribución, donde se registraron 12.3 horas de espera en patio. Esto contradice el REASON_DSC del DC, que menciona 'Yard congestion - no available door'. No hay agravantes.","El equipo del Kansas City DC debe revisar la operación en el patio, donde se concentró el exceso de tiempo, y proponer mejoras para evitar congestión en futuras entregas.",2025-06-05,2025-06-08,2025-06-07 06:56:59,2025-06-07 09:19:07,2025-06-08 01:38:47,2025-06-08 03:02:18,2025-06-08 03:47:06,1,False,Yard congestion - no available door,False,0.8,SYNCO,Old Dominion,Kansas City DC,0.1577083333333333,0.0,0.0,12.32777777777778,"La evidencia sugiere que el retraso en la descarga se debe principalmente a la congestión en el patio del DC. La cifra de 12.3 horas de espera en el patio es considerable, especialmente considerando que no hay otros agravantes. Esto concuerda con el motivo registrado de 'Yard congestion - no available door', lo que sugiere que la falta de puertas disponibles llevó a este retraso. La alternativa de que el retraso se deba a un problema con la capacidad del proveedor o del transportista no está respaldada, ya que ambos cumplen con sus tiempos y no se registran excesos. Por lo tanto, la congestión en el patio parece ser el mecanismo principal responsable del retraso observado.",Congestión de patio en el DC debido a falta de puertas disponibles para la descarga.,El exceso de 12.3 horas en el patio y la señal del motivo 'Yard congestion - no available door' respaldan esta hipótesis.,"Contactar al gerente del DC para obtener una evaluación actual de la disponibilidad de puertas y el flujo de tráileres, con la meta de confirmar si esta congestión es un problema recurrente.",Implementar un protocolo para optimizar la asignación de puertas en el DC y mejorar la gestión del flujo de tráileres.,"Establecer un sistema de monitoreo y gestión de quejas sobre la disponibilidad de puertas y tiempos de espera, para anticiparse a futuras congestiones.",Problemas de planificación en la asignación de recursos en el DC.,Obtener datos sobre el volumen de tráileres programados y compararlos con la capacidad de puertas disponibles durante el horario de recepción para determinar si hay un desbalance que cause el retraso.,0.85
100326,Vendor,HIGH,"La etapa exacta del retraso es Vendor, con un retraso de 5.42 días. El exceso se concentra en el proveedor (96.4 horas), lo que coincide con el REASON_DSC del DC, que indica que la cita fue reprogramada por el proveedor. Además, el hecho de que este pedido sea short ship agrava la situación.","Solicitar al proveedor BIOPLEX una explicación detallada sobre el retraso y un plan de recuperación con fechas firmes, dado que el tiempo adicional se debe a su gestión de envío y afectó el cumplimiento de la orden.",2025-05-06,2025-05-19,2025-05-24 00:23:13,2025-05-24 05:14:58,2025-05-24 06:33:37,2025-05-24 09:07:07,2025-05-24 10:03:45,0,True,Rescheduled by vendor,True,0.9,BIOPLEX,UPS Freight,Phoenix DC,5.419270833333333,96.38694444444444,0.0,0.0,"Los datos indican que el retraso de 5.42 días se debe principalmente a un exceso de 96.4 horas atribuido al proveedor. Esto sugiere que hubo problemas en la gestión de inventario o producción del proveedor. Además, el short ship (70.1% de fill rate) confirma que no se entregó la cantidad completa de cajas, lo que generalmente implica que el proveedor no tenía suficiente producto disponible. En contraste, si el retraso hubiera sido simplemente por problemas de planificación o congestión, se esperaría una entrega completa pese a la reprogramación. Por lo tanto, la falta de producto parece ser el mecanismo predominante, ya que coincide con el short ship y el exceso de tiempo en el proveedor.","El proveedor tuvo problemas de inventario, lo que resultó en un envío incompleto y en el retraso observado.",La PO tiene un fill rate de 70.1%; el exceso de 96.4 horas del proveedor corrobora la falta de capacidad para cumplir con la cantidad solicitada.,"Contactar a BIOPLEX para obtener un informe detallado del inventario sobre las 43 cajas faltantes: si confirman que hay disponibilidad para enviar, coordinar un nuevo envío inmediato; si no hay disponibilidad, requerir un cronograma de producción.","Si hay disponibilidad, re-emitir el pedido para las 43 cajas faltantes y coordinar el nuevo envío.",Establecer acuerdos de nivel de servicio con el proveedor que incluyan mejores visibilidad y comunicación sobre el estado del inventario.,"El proveedor tuvo problemas de planificación o congestión en sus instalaciones, lo que causó el retraso y el short ship.","Confirmar si hubo problemas de producción o problemas en el inventario. Si se confirma que hay falta de inventario, la hipótesis principal se sostiene; si no, se explorarán causas de planificación.",0.85
100352,Vendor,MEDIUM,"La etapa exacta del retraso es Vendor, con un retraso de 2.25 días. El exceso se concentra en el proveedor (22.8 horas), lo que coincide con el REASON_DSC del DC ('Missed appointment window'), indicando que hubo un incumplimiento de la cita por parte del proveedor. No hay agravantes como un envío urgente o un envío incompleto.","Solicitar al proveedor AKZE un plan de recuperación con fecha firme, dado que el retraso se origina en su excesivo tiempo antes de la entrega y en la cita incumplida.",2025-04-01,2025-04-12,2025-04-13 22:45:11,2025-04-14 01:00:21,2025-04-14 02:59:43,2025-04-14 05:04:21,2025-04-14 06:05:52,0,False,Missed appointment window,True,0.85,AKZE,UPS Freight,Charlotte DC,2.254074074074074,22.753055555555555,0.0,0.0,"El retraso de 2.25 días en la PO se atribuye al proveedor, específicamente al incumplimiento de la cita programada, como indica el código de motivo 'Missed appointment window'. Esto sugiere que el proveedor no estaba preparado para cumplir con la entrega dentro de la ventana de tiempo acordada. Además, el hecho de que el fill rate sea 100% y no haya reprogramación de la cita indica que el producto estaba disponible, lo que sugiere que el mecanismo detrás del retraso es una falla en la planificación o gestión de las citas por parte del proveedor, más que un problema de inventario o capacidad. La espera en patio de 2.0 horas y el tiempo de descarga de 2.1 horas son relativamente normales y no apuntan a congestión en el proceso de descarga. Por lo tanto, la hipótesis principal se centra en la mala gestión de las citas por parte del proveedor, que ha llevado a un incumplimiento en la entrega.",El mecanismo concreto bajo la etapa diagnosticada es la mala gestión de la planificación de citas por parte del proveedor.,"Los datos que sostienen esta hipótesis son el retraso total de 2.25 días, el motivo 'Missed appointment window', y la ausencia de reprogramación de la cita y de faltantes, todo lo cual indica que el producto estaba disponible pero el proveedor no cumplió con la cita acordada.",Contactar al proveedor AKZE para solicitar una revisión de su proceso de gestión de citas y confirmar que este tipo de incumplimiento no se repita en el futuro.,Implementar mejores protocolos de coordinación de citas con el proveedor para asegurar que cumplen con las ventanas de entrega en el futuro.,Establecer un sistema de seguimiento y monitoreo de entregas que permita identificar proactivamente posibles incumplimientos de cita y actuar en consecuencia antes de que se conviertan en retrasos.,"El mecanismo alternativo podría ser una congestión temporal en el patio del proveedor, lo que podría haber influido en el incumplimiento de la cita.","Obtener datos de las operaciones del proveedor en torno a la fecha de entrega para verificar si hubo congestión o fallos en su capacidad de recepción durante el período en cuestión, si la congestión fue significativa, considerar medidas adicionales para mitigar el impacto de la congestión.",0.85
100362,Indeterminado,LOW,"La etapa exacta del retraso es Indeterminado, con un retraso de 0.47 días. La clasificación automática no proporciona una causa dominante, y el REASON_DSC del DC es 'Not applicable', lo que indica que no hay información suficiente para atribuir el retraso a una sola etapa. No hay agravantes que incrementen la gravedad de la situación.","Revisar las operaciones del Dallas DC para mejorar el proceso de descarga, dado que el tiempo de descarga fue de 3.3 horas, lo cual puede optimizarse para evitar futuros retrasos.",2025-07-21,2025-08-04,2025-08-04 01:39:57,,2025-08-04 06:30:29,2025-08-04 09:46:22,2025-08-04 11:22:22,0,False,Not applicable,False,0.75,SYNCO,Schneider National,Dallas DC,0.4738657407407407,0.0,0.0,0.0,"Los datos indican que la PO tuvo un retraso de 0.47 días, pero la causa del mismo no se puede atribuir a una etapa específica, ya que el REASON_DSC es 'Not applicable'. Esta indeterminación sugiere que podría haber múltiples factores en juego. Si el retraso en la llegada del tráiler muestra que se presentó un problema logístico específico con el transportista, el mecanismo sería un fallo en la coordinación de la entrega. Si por otro lado, el retraso se relaciona con problemas en el centro de distribución, podría ser un retardo en el proceso de descarga. Sin embargo, como no se tienen datos claros que confirmen una de estas dos opciones, la etapa se considera indeterminada.","Si el dato de llegada del tráiler muestra que se retrasó por problemas logísticos, el mecanismo es un fallo en la coordinación de la entrega por parte del transportista.","El retraso de 0.47 días sin un dato claro sobre la llegada del tráiler, que es NaT, sugiere que la falta de información podría estar relacionada con un problema en la entrega.","Obtener el dato de llegada del tráiler del transportista: si muestra un retraso superior a 2 horas, proceder a coordinar una evaluación con Schneider National sobre los problemas logísticos; si no, seguir el flujo normal.","Si se confirma que hubo un defecto en la entrega, coordinar con Schneider National para evaluar la causa del retraso y establecer medidas correctivas.",Establecer protocolos de comunicación más claros con el transportista para asegurar que la información sobre la llegada sea reportada en tiempo real.,"Si el dato de check-in muestra que hubo un retraso en el proceso de descarga en el DC, el mecanismo es un problema en las operaciones del centro de distribución.","Obtener el dato de la duración del proceso de descarga: si fue superior a 4 horas, confirmar que el retraso fue causado por problemas operativos en el DC, lo que requeriría acciones específicas en esas operaciones.",0.7
100365,Carrier,MEDIUM,"La etapa exacta del retraso es Carrier, con un retraso de 0.45 días. El exceso se concentra en el transportista, con 1.9 horas, lo que coincide con el REASON_DSC del DC ('Carrier delivery delay'). No hay agravantes.",Abrir un reclamo con UPS Freight por las 1.9 horas de exceso de tránsito y exigir un plan correctivo con fecha firme.,2025-06-26,2025-07-08,2025-07-07 20:59:33,2025-07-08 06:56:22,2025-07-08 07:57:41,2025-07-08 09:05:56,2025-07-08 10:51:23,0,False,Carrier delivery delay,True,0.85,PRIMECARE,UPS Freight,Dallas DC,0.452349537037037,0.0,1.946944444444444,0.0,"Observando los datos, el mecanismo principal detrás del retraso se relaciona con el exceso de tiempo de entrega del transportista, que es 1.9 horas. Esto es significativo dado que el tiempo de espera en el patio es solo 1.0 horas y el tiempo de descarga es 1.1 horas. Esto sugiere que el transportista tuvo una ineficiencia en la entrega, posiblemente debido a una planificación de ruta ineficiente o falta de capacidad en el transporte. Por el contrario, la congestión de puertas o del patio no parece ser un factor relevante, ya que el tiempo de espera en el patio es relativamente corto. Por lo tanto, la hipótesis de que el problema principal se debe a la mala planificación de rutas del transportista pesa más que la congestión.",Mala planificación de rutas del transportista (Carrier),"El exceso del transportista es de 1.9 horas, que es significativamente mayor que la mediana de exceso de tiempo de entrega por parte del transportista que es 25.6 horas. Además, no hay otros agravantes en el proceso, sugiriendo que el problema se concentra en esta fase.",Contactar con UPS Freight para obtener detalles sobre la programación de rutas y cualquier inconveniente que hayan tenido en la entrega de esta PO específicamente.,Solicitar a UPS Freight revisar y mejorar sus procesos de planificación de rutas para evitar futuros retrasos en entregas como este.,Establecer un sistema de monitoreo y comunicación continua con los transportistas para anticipar y prevenir retrasos en futuras entregas.,Congestión de puertas en el centro de distribución,"Evaluar el registro de tiempos de llegada y salida de otros transportistas en el mismo periodo. Si hay un patrón de congestión evidente (mayores de 2 horas de espera en patio), se puede confirmar ese mecanismo.",0.85
100366,Vendor,MEDIUM,"La etapa exacta del retraso es Vendor, con un retraso de 4.04 días. El exceso se concentra en el proveedor (62.6 horas), lo que coincide con el REASON_DSC del DC, que indica una reprogramación por parte del proveedor. No hay agravantes.","Solicitar al proveedor SYNCO un plan de recuperación con fecha firme, dado que el retraso proviene de su reprogramación.",2025-06-09,2025-06-14,2025-06-17 14:37:53,2025-06-17 17:35:46,2025-06-17 19:31:16,2025-06-18 00:24:07,2025-06-18 00:54:56,0,False,Rescheduled by vendor,True,0.9,SYNCO,YRC Worldwide,Atlanta DC,4.0381481481481485,62.63138888888889,0.0,0.0,"Los datos indican que la entrega fue completa (100% fill rate) y la reprogramación de la cita fue significativa (+42.8 horas). Esto sugiere que el mecanismo subyacente no se debe a un problema de inventario o producción (lo que habría resultado en un envío incompleto) sino más bien a la planificación y agenda del proveedor. La falta de congestión en la entrega, el cero de exceso del transportista y la ausencia de agravantes refuerzan que la causa es más un problema de programación en lugar de un desabastecimiento de productos.",La falta de coordinación en la agenda del proveedor fue la causa del retraso.,El retraso de 4.04 días y la reprogramación de la cita de entrega por +42.8 horas apuntan a problemas de planificación más que a falta de producto.,Coordinar con SYNCO hoy para obtener un informe de la causa específica detrás de la reprogramación de la cita y asegurarnos de que no haya otro retraso en el futuro.,Establecer una comunicación directa y regular con el proveedor para monitorear sus capacidades de agenda y evitar que problemas similares se repitan en futuras órdenes.,Crear un protocolo de verificación de citas y entregas con el proveedor que incluya cláusulas de penalización por reprogramaciones excesivas.,Un problema de capacidad en la planta del proveedor causó el retraso en la entrega.,"Obtener información sobre el estado de producción de SYNCO; si hay evidencia de que su capacidad actual está comprometida, se priorizará la remediación de esta capacidad.",0.85
100369,Vendor,HIGH,"La etapa exacta del retraso es Vendor, con un retraso de 2.72 días. El exceso se concentra en el proveedor (35.6 horas) y se relaciona con el REASON_DSC del DC, que indica que la cita fue reprogramada por el proveedor. Además, es un envío incompleto (short ship).","Solicitar al proveedor GREENLEAF un plan de recuperación inmediato, dado que el retraso y el exceso de tiempo se originan en su envío tardío antes del tránsito.",2025-07-14,2025-07-28,2025-07-30 11:37:52,2025-07-30 13:11:25,2025-07-30 14:49:04,2025-07-30 16:47:37,2025-07-30 17:20:02,0,True,Rescheduled by vendor,True,0.9,GREENLEAF,J.B. Hunt,Phoenix DC,2.7222453703703704,35.63111111111111,0.0,0.0,"Observando los datos, el retraso de 2.72 días y el short ship con un fill rate de 72.5% sugieren que la principal causa es la falta de producto disponible para cumplir con la orden y no una reprogramación de entrega. La evidencia de que el motivo registrado es 'Rescheduled by vendor' se relaciona más con la falta de inventario, ya que la cita no fue reprogramada y las 46 cajas faltantes apuntan a un problema de disponibilidad de inventario. Por lo tanto, el mecanismo más probable es un problema de inventario en el proveedor.",Falta de producto en el inventario del proveedor GREENLEAF,Cajas embarcadas: 121 (fill rate: 72.5%; umbral de short ship: por debajo de 90%) y short ship registrado.,"Contactar a GREENLEAF para obtener un inventario exacto de las 46 cajas faltantes que no fueron enviadas. Si no pueden proporcionar el inventario necesario, proceder a re-emitir la orden de las faltantes.",Revisar y ajustar el inventario y la producción en GREENLEAF para evitar faltantes similares en futuras órdenes.,Establecer un protocolo de comunicación semanal entre el proveedor y el equipo de abastecimiento para monitorear el inventario disponible y prevenir futuras incidencias de short ship.,"Congestión en la planificación de rutas del proveedor, causando demoras en el envío","Confirmar si hubo problemas en la planificación de rutas de GREENLEAF durante el periodo de envío; si se confirma congestión, se debe ajustar la logística de despacho.",0.85
100374,DC,MEDIUM,"La etapa exacta del retraso es DC, con un retraso de 1.15 días. El exceso se concentra en el centro de distribución (16.4 horas), lo que se alinea con el REASON_DSC del DC ('Yard congestion - no available door'), que apunta a la congestión del patio. No hay agravantes.",Revisar con el equipo de Atlanta DC la congestión en el patio y explorar mejoras en la gestión de las puertas de descarga para evitar futuros retrasos.,2025-03-24,2025-03-31,2025-03-31 00:59:58,2025-03-31 03:30:55,2025-03-31 23:52:35,2025-04-01 02:09:25,2025-04-01 03:30:30,0,False,Yard congestion - no available door,True,0.85,GREENLEAF,Schneider National,Atlanta DC,1.1461805555555555,0.0,0.0,16.36111111111111,"La congestión del patio en el DC es el mecanismo más relevante debido a que el motivo registrado ('Yard congestion - no available door') está directamente relacionado con el tiempo de espera en patio reportado, que es de 20.4 horas. Esto se alinea con la evidencia de que el exceso del DC es significativamente alto (16.4 horas, percentil 73 en el dataset). La otra hipótesis, que podría implicar problemas de planificación de rutas, no está soportada por datos evidentes de retraso o exceso en el proveedor o transportista.","La congestión del patio en el DC está afectando la programación de las entregas, resultando en delays operativos significativos.",El exceso de 16.4 horas en el DC y el motivo registrado de 'Yard congestion - no available door'.,"Coordinar con el DC de Atlanta para que prioricen la resolución de la congestión en el patio, asegurando que haya puertas disponibles para las entregas futuras.","Optimizar la programación de llegadas de tráileres al DC para evitar congestiones en horas pico, posiblemente ajustando las slots de entrega.",Implementar un sistema de monitoreo de capacidad en tiempo real del patio del DC para anticipar y mitigar congestiones futuras.,La planificación de rutas no está optimizando adecuadamente el flujo de camiones hacia el DC.,"Revisar el registro de llegadas y salidas de tráileres en el DC durante el día de la entrega: si la llegada del tráiler excedió el tiempo de espera estimado en base a la programación, se puede concluir que la planificación de rutas es deficiente; si no, se reafirma la congestión del patio.",0.85
